Publisher,ISSN,title,mode,APC,year
Cambridge,1542-4278,Latin American Research Review,Gold OA,"$3,255",2023
Cambridge,1469-767X,Journal of Latin American Studies,Hybrid OA,"$3,255",2023
Cambridge,1866-9859,Language and Cognition,Hybrid OA,"$3,255",2023
Cambridge,1469-8048,Legal Theory,Hybrid OA,"$3,255",2023
Cambridge,1939-9022,Law and History Review,Hybrid OA,"$3,255",2023
Cambridge,1096-1135,Lichenologist ,Hybrid OA,"$3,255",2023
Cambridge,1741-2021,Legal Information Management,Hybrid OA,"$3,255",2023
Cambridge,1469-7742,Journal of Linguistics,Hybrid OA,"$3,255",2023
Cambridge,2052-6148,Libyan Studies,Hybrid OA,"$3,255",2023
Cambridge,1478-9698,Leiden Journal of International Law,Hybrid OA,"$3,255",2023
Cambridge,1747-4469,Law & Social Inquiry,Hybrid OA,"$3,255",2023
Cambridge,1748-121X,Legal Studies,Hybrid OA,"$3,255",2023
Cambridge,1469-8013,Language in Society,Hybrid OA,"$3,255",2023
Cambridge,1475-3049,Language Teaching,Hybrid OA,"$3,255",2023
Cambridge,1469-8021,Language Variation and Change,Hybrid OA,"$3,255",2023
Cambridge,2056-6328,The Mathematical Gazette,Hybrid OA,"$3,255",2023
Cambridge,2397-1851,Modern American History,Hybrid OA,"$3,255",2023
Cambridge,1469-7769,Journal of the Marine Biological Association of the United Kingdom  ,Hybrid OA,"$3,255",2023
Cambridge,2048-8343,Medical History,Hybrid OA,"$3,255",2023
Cambridge,1469-8056,Macroeconomic Dynamics,Hybrid OA,"$3,255",2023
Cambridge,2635-0238,"Memory, Mind & Media",Gold OA,"$3,255",2023
Cambridge,1471-6380,International Journal of Middle East Studies,Hybrid OA,"$3,255",2023
Cambridge,1471-8022,Mineralogical Magazine,Hybrid OA,"$3,255",2023
Cambridge,1479-2451,Modern Intellectual History,Hybrid OA,"$3,255",2023
Cambridge,1469-9877,Modern Italy,Hybrid OA,"$3,255",2023
Cambridge,1938-1530,PMLA / Publications of the Modern Language Association of America,No OA,N/A,2023
Cambridge,1469-7777,Journal of Modern African Studies,Hybrid OA,"$3,255",2023
Cambridge,1740-8784,Management and Organization Review,Hybrid OA,"$3,255",2023
Cambridge,1759-0795,International Journal of Microwave and Wireless Technologies,Hybrid OA,"$2,955",2023
Cambridge,1469-8072,Mathematical Structures in Computer Science,Hybrid OA,"$3,255",2023
Cambridge,1469-7785,Journal of Navigation,Hybrid OA,"$3,008",2023
Cambridge,2044-8414,Nineteenth-Century Music Review,Hybrid OA,"$3,255",2023
Cambridge,1601-5215,Acta Neuropsychiatrica,Hybrid OA,"$3,255",2023
Cambridge,1741-3036,National Institute Economic Review,Hybrid OA,"$3,255",2023
Cambridge,1573-9708,Netherlands Journal of Geosciences,Gold OA,"$3,255",2023
Cambridge,1502-4717,Nordic Journal of Linguistics,Hybrid OA,"$3,255",2023
Cambridge,1469-8110,Natural Language Engineering,Gold OA,"$3,255",2023
Cambridge,2152-6842,Nagoya Mathematical Journal,Hybrid OA,"$3,255",2023
Cambridge,1465-3923,Nationalities Papers,Hybrid OA,"$3,255",2023
Cambridge,1305-3299,New Perspectives on Turkey,Hybrid OA,"$3,255",2023
Cambridge,1475-2700,Nutrition Research Reviews,Hybrid OA,"$3,255",2023
Cambridge,2052-8531,New Surveys in the Classics,No OA,N/A,2023
Cambridge,1474-0613,New Theatre Quarterly,Hybrid OA,"$3,255",2023
Cambridge,1469-8145,New Testament Studies,Hybrid OA,"$3,255",2023
Cambridge,2050-1250,Network Science,Hybrid OA,"$3,255",2023
Cambridge,1474-0621,Cambridge Opera Journal,Hybrid OA,"$3,255",2023
Cambridge,1365-3008,Oryx,Gold OA,"$2,950",2023
Cambridge,1469-8153,Organised Sound,Hybrid OA,"$3,255",2023
Cambridge,1938-5331,Paleobiology,Hybrid OA,"$2,600",2023
Cambridge,1743-9248,Politics & Gender,Hybrid OA,"$3,255",2023
Cambridge,1476-4989,Political Analysis,Hybrid OA,"$3,255",2023
Cambridge,1469-8161,Parasitology,Gold OA,"$3,255",2023
Cambridge,1448-6083,Publications of the Astronomical Society of Australia,Hybrid OA,"$3,008",2023
Cambridge,1478-9523,Palliative & Supportive Care,Hybrid OA,"$3,255",2023
Cambridge,1945-7413,Powder Diffraction,Hybrid OA,"$3,255",2023
Cambridge,1945-1938,Prehospital and Disaster Medicine,Hybrid OA,"$3,255",2023
Cambridge,2732-527X,Proceedings of the Design Society,Gold OA no APC,$0,2023
Cambridge,1475-3022,Journal of Pension Economics & Finance,Hybrid OA,"$3,255",2023
Cambridge,1464-3839,Proceedings of the Edinburgh Mathematical Society,Hybrid OA,"$3,255",2023
Cambridge,2513-9886,Personality Neuroscience,Gold OA,"$3,255",2023
Cambridge,1469-8951,Probability in the Engineering and Informational Sciences,Gold OA,"$3,255",2023
Cambridge,1479-263X,Plant Genetic Resources,Hybrid OA,"$3,255",2023
Cambridge,1477-1128,Primary Health Care Research & Development,Gold OA,"$3,255",2023
Cambridge,1469-817X,Philosophy,Hybrid OA,"$3,255",2023
Cambridge,1475-2727,Public Health Nutrition,Gold OA,"$3,255",2023
Cambridge,1469-8188,Phonology ,Hybrid OA,"$3,255",2023
Cambridge,1755-3555,Royal Institute of Philosophy Supplements,No OA,N/A,2023
Cambridge,1469-7807,Journal of Plasma Physics,Hybrid OA,"$3,255",2023
Cambridge,2052-2622,Cambridge Journal of Postcolonial Literary Inquiry,Hybrid OA,"$3,255",2023
Cambridge,1471-5457,Politics and the Life Sciences,Hybrid OA,"$3,255",2023
Cambridge,2752-8073,Programmable Materials,Gold OA,"$3,255",2023
Cambridge,1474-0087,Plainsong & Medieval Music,Hybrid OA,"$3,255",2023
Cambridge,1474-0095,Popular Music,Hybrid OA,"$3,255",2023
Cambridge,1475-2719,Proceedings of the Nutrition Society,Hybrid OA,"$3,255",2023
Cambridge,1475-3057,Polar Record,Hybrid OA,"$3,255",2023
Cambridge,2050-2729,Proceedings of the Prehistoric Society,Hybrid OA,"$3,255",2023
Cambridge,1541-0986,Perspectives on Politics,Hybrid OA,"$3,255",2023
Cambridge,1473-7124,Proceedings of the Royal Society of Edinburgh Section A: Mathematics,Hybrid OA,"$3,255",2023
Cambridge,1539-767X,Philosophy of Science,Hybrid OA,"$3,255",2023
Cambridge,1537-5935,PS: Political Science & Politics,Hybrid OA,"$3,255",2023
Cambridge,1469-8978,Psychological Medicine ,Hybrid OA,"$3,255",2023
Cambridge,1469-8064,Mathematical Proceedings of the Cambridge Philosophical Society,Hybrid OA,"$3,255",2023
Cambridge,1537-5943,American Political Science Review,Hybrid OA,"$3,255",2023
Cambridge,1469-7815,Journal of Public Policy,Hybrid OA,"$3,255",2023
Cambridge,2632-8828,Quantitative Plant Biology,Gold OA,"$3,255",2023
Cambridge,1469-8994,Quarterly Reviews of Biophysics,Hybrid OA,"$3,255",2023
Cambridge,2633-2892,QRB Discovery,Gold OA,"$3,255",2023
Cambridge,1096-0287,Quaternary Research,Hybrid OA,"$3,255",2023
Cambridge,1533-8568,Religion and American Culture,No OA,N/A,2023
Cambridge,1742-1713,Renewable Agriculture and Food Systems,Gold OA,"$3,255",2023
Cambridge,2049-8489,Political Science Research and Methods,Hybrid OA,"$3,255",2023
Cambridge,1755-0491,Politics and Religion ,Hybrid OA,"$3,255",2023
Cambridge,1945-5755,Radiocarbon,Hybrid OA,"$2,100",2023
Cambridge,1474-0109,ReCALL,Hybrid OA,"$3,255",2023
Cambridge,2056-6085,"Journal of Race, Ethnicity and Politics",Hybrid OA,"$3,255",2023
Cambridge,1469-901X,Religious Studies,Hybrid OA,"$3,255",2023
Cambridge,2041-3335,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,Hybrid OA,"$3,255",2023
Cambridge,1474-0648,Transactions of the Royal Historical Society ,Hybrid OA,"$3,255",2023
Cambridge,1469-9044,Review of International Studies,Hybrid OA,"$3,255",2023
Cambridge,1471-6933,Journal of the Royal Musical Association,Hybrid OA,"$3,255",2023
Cambridge,2329-3225,Review of Middle East Studies,Hybrid OA,"$3,255",2023
Cambridge,2202-932X,Ramus,Hybrid OA,"$3,255",2023
Cambridge,1469-8668,Robotica,Hybrid OA,"$3,255",2023
Cambridge,2045-239X,Papers of the British School at Rome,Hybrid OA,"$3,255",2023
Cambridge,1748-6858,Review of Politics,Hybrid OA,"$3,255",2023
Cambridge,1935-0236,Renaissance Quarterly,Hybrid OA,"$3,255",2023
Cambridge,2167-4027,Royal Musical Association Research Chronicle,Hybrid OA,"$3,255",2023
Cambridge,1755-0211,Review of Symbolic Logic,Hybrid OA,"$3,255",2023
Cambridge,1474-0656,Rural History,Hybrid OA,"$3,255",2023
Cambridge,1752-1971,Journal of the Society for American Music,Hybrid OA,"$3,255",2023
Cambridge,1469-8692,Studies in American Political Development,Hybrid OA,"$3,255",2023
Cambridge,1474-0680,Journal of Southeast Asian Studies,Hybrid OA,"$3,255",2023
Cambridge,1474-0664,Science in Context,Hybrid OA,"$3,255",2023
Cambridge,1988-2904,The Spanish Journal of Psychology,Hybrid OA,"$3,255",2023
Cambridge,1475-3065,Scottish Journal of Theology,Hybrid OA,"$3,255",2023
Cambridge,1470-1545,Studies in Second Language Acquisition,Hybrid OA,"$3,255",2023
Cambridge,2325-7784,Slavic Review,Hybrid OA,"$3,255",2023
Cambridge,1471-6437,Social Philosophy and Policy,Hybrid OA,"$3,255",2023
Cambridge,1946-1607,State Politics & Policy Quarterly,Hybrid OA,"$3,255",2023
Cambridge,1475-3073,Social Policy and Society,Hybrid OA,"$3,255",2023
Cambridge,1527-8034,Social Science History,Hybrid OA,"$3,255",2023
Cambridge,1475-2735,Seed Science Research,Hybrid OA,"$3,255",2023
Cambridge,2059-0644,Studies in Church History,Hybrid OA,"$3,255",2023
Cambridge,2059-4798,Global Sustainability,Gold OA,"$3,255",2023
Cambridge,1533-6247,Americas,Hybrid OA,"$3,255",2023
Cambridge,1918-3240,Canadian Entomologist,Hybrid OA,"$2,920",2023
Cambridge,1478-5730,Twentieth-Century Music,Hybrid OA,"$3,255",2023
Cambridge,2166-5508,Traditio,Hybrid OA,"$3,255",2023
Cambridge,1531-4715,TDR: The Drama Review,Hybrid OA,"$3,255",2023
Cambridge,2047-1033,Transnational Environmental Law ,Hybrid OA,"$3,255",2023
Cambridge,1478-2286,Tempo,Hybrid OA,"$3,255",2023
Cambridge,1471-6348,International Journal of Technology Assessment in Health Care,Hybrid OA,"$3,255",2023
Cambridge,1839-2628,Twin Research and Human Genetics,Hybrid OA,$610,2023
Cambridge,1755-1196,Think,Hybrid OA,"$1,275",2023
Cambridge,1475-3081,Theory and Practice of Logic Programming,Hybrid OA,"$3,255",2023
Cambridge,1755-6929,Earth and Environmental Science Transactions of The Royal Society of Edinburgh,Hybrid OA,"$3,255",2023
Cambridge,1474-0672,Theatre Research International,Hybrid OA,"$3,255",2023
Cambridge,2051-3658,TRaNS: Trans-Regional and -National Studies of Southeast Asia,Hybrid OA,"$3,255",2023
Cambridge,1469-7831,Journal of Tropical Ecology,Hybrid OA,"$3,255",2023
Cambridge,1475-4533,Theatre Survey,Hybrid OA,"$3,255",2023
Cambridge,1469-8706,Urban History,Hybrid OA,"$3,255",2023
Cambridge,1741-6183,Utilitas,Hybrid OA,"$3,255",2023
Cambridge,1470-1553,Victorian Literature and Culture,Hybrid OA,"$3,255",2023
Cambridge,1469-8714,Visual Neuroscience,Gold OA,"$3,255",2023
Cambridge,1550-2740,Weed Technology,Hybrid OA,"$2,800",2023
Cambridge,1550-2759,Weed Science,Hybrid OA,"$2,800",2023
Cambridge,2631-7176,Wearable Technologies,Gold OA,"$3,255",2023
Cambridge,1475-3138,World Trade Review,Hybrid OA,"$3,255",2023
Cambridge,2052-2649,Journal of Experimental Political Science,Hybrid OA,"$3,255",2023
Cambridge,2304-3857,Yearbook for Traditional Music,Hybrid OA,"$3,255",2023
Cambridge,1469-8730,Zygote,Hybrid OA,"$3,255",2023
Company of Biologists,1477-9129,Development,Hybrid,4100,2023
Company of Biologists,2046-6390,Biology Open,Gold,1995,2023
Company of Biologists,1477-9137,Journal of Cell Science,Hybrid,4100,2023
Company of Biologists,1477-9145,Journal of Experimental Biology,Hybrid,3420,2023
Company of Biologists,1754-8411,Disease Models & Mechanisms,Gold,3750,2023
John Benjamins,all,all,hybrid,2000,2023
Microbiology Society,1465-2080,Microbiology,hybrid,2300,2023
Microbiology Society,1465-2099,Journal of General Virology,hybrid,2300,2023
Microbiology Society,1473-5644,Journal of Medical Microbiology,hybrid,2300,2023
Microbiology Society,1466-5034,International Journal of Systematic and Evolutionary Microbiology,hybrid,2300,2023
Microbiology Society,2516-8290,Access Microbiology,gold,770,2023
Microbiology Society,2057-5858,Microbial Genomics,gold,2300,2023
PLoS,1932-6203,PLOS One,Gold,1931,2023
PLoS,2767-3200,PLOS Climate,Gold,2100,2023
PLoS,1553-7358,PLOS Computational Biology,Gold,2841,2023
PLoS,1935-2735,PLOS Neglected Tropical Diseases,Gold,2670,2023
PLoS,2767-3375,PLOS Global Public Health,Gold,2100,2023
PLoS,2767-3170,PLOS Digital Health,Gold,2575,2023
PLoS,1553-7374,PLOS Pathogens,Gold,2841,2023
PLoS,2767-3219,PLOS Water,Gold,2100,2023
PLoS,1553-7404,PLOS Genetics,Gold,2841,2023
PLoS,1545-7885,PLOS Biology,Gold,5500,2023
PLoS,1549-1676,PLOS Medicine,Gold,6300,2023
PLoS,2767-3197,PLOS Sustainability and Transformation,Gold,3000,2023
Wiley,14676281,Abacus,Hybrid,3090,2023
Wiley,15532712,Academic Emergency Medicine,Hybrid,3710,2023
Wiley,1467629X,Accounting & Finance,Hybrid,3140,2023
Wiley,19113838,Accounting Perspectives,Hybrid,2630,2023
Wiley,13996576,Acta Anaesthesiologica Scandinavica,Hybrid,4020,2023
Wiley,20532733,Acta Crystallographica Section A: Foundations and Advances,Hybrid,4220,2023
Wiley,20525206,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",Hybrid,4220,2023
Wiley,20532296,Acta Crystallographica Section C: Structural Chemistry,Hybrid,3760,2023
Wiley,20597983,Acta Crystallographica Section D: Structural Biology,Hybrid,4740,2023
Wiley,2053230X,Acta Crystallographica Section F: Structural Biology Communications,Hybrid,3100,2023
Wiley,17556724,Acta Geologica Sinica (English Edition),Hybrid,3140,2023
Wiley,17553768,Acta Ophthalmologica,Hybrid,4840,2023
Wiley,16512227,Acta Paediatrica: Nurturing the Child,Hybrid,4070,2023
Wiley,17481716,Acta Physiologica,Hybrid,4670,2023
Wiley,16000447,Acta Psychiatrica Scandinavica,Hybrid,4430,2023
Wiley,14636395,Acta Zoologica,Hybrid,3090,2023
Wiley,13600443,Addiction,Hybrid,4170,2023
Wiley,13691600,Addiction Biology,Hybrid,4170,2023
Wiley,27010198,Advanced Biology,Hybrid,4020,2023
Wiley,25780727,Advanced Control for Applications,Hybrid,2630,2023
Wiley,16146840,Advanced Energy Materials,Hybrid,5250,2023
Wiley,15272648,Advanced Engineering Materials,Hybrid,4330,2023
Wiley,16163028,Advanced Functional Materials,Hybrid,5250,2023
Wiley,21922659,Advanced Healthcare Materials,Hybrid,4430,2023
Wiley,15214095,Advanced Materials,Hybrid,5250,2023
Wiley,2365709X,Advanced Materials Technologies,Hybrid,4430,2023
Wiley,21951071,Advanced Optical Materials,Hybrid,4430,2023
Wiley,25119044,Advanced Quantum Technologies,Hybrid,4020,2023
Wiley,23667486,Advanced Sustainable Systems,Hybrid,4020,2023
Wiley,16154169,Advanced Synthesis & Catalysis,Hybrid,4220,2023
Wiley,25130390,Advanced Theory and Simulations,Hybrid,4020,2023
Wiley,23663987,Advanced Therapeutics,Hybrid,4020,2023
Wiley,23519800,Advances in Digestive Medicine,Hybrid,2000,2023
Wiley,24725390,AEM Education and Training,Hybrid,3140,2023
Wiley,14678268,African Development Review,Hybrid,3450,2023
Wiley,13652028,African Journal of Ecology,Hybrid,3350,2023
Wiley,10982337,Aggressive Behavior,Hybrid,4070,2023
Wiley,15206297,Agribusiness,Hybrid,3450,2023
Wiley,14619563,Agricultural and Forest Entomology,Hybrid,4200,2023
Wiley,15740862,Agricultural Economics,Hybrid,3660,2023
Wiley,14350645,Agronomy Journal,Hybrid,1350,2023
Wiley,15475905,AIChE Journal,Hybrid,4940,2023
Wiley,15300277,Alcoholism: Clinical & Experimental Research,Hybrid,3910,2023
Wiley,13652036,Alimentary Pharmacology & Therapeutics,Hybrid,5050,2023
Wiley,13989995,Allergy,Hybrid,4900,2023
Wiley,15525279,Alzheimer's & Dementia,Hybrid,3000,2023
Wiley,15481433,American Anthropologist,Hybrid,3090,2023
Wiley,17441714,American Business Law Journal,Hybrid,2630,2023
Wiley,15481425,American Ethnologist,Hybrid,3090,2023
Wiley,14678276,American Journal of Agricultural Economics,Hybrid,3400,2023
Wiley,26927691,American Journal of Biological Anthropology,Hybrid,4840,2023
Wiley,15372197,American Journal of Botany,Hybrid,2000,2023
Wiley,15732770,American Journal of Community Psychology,Hybrid,3450,2023
Wiley,10968652,American Journal of Hematology,Hybrid,4940,2023
Wiley,15206300,American Journal of Human Biology,Hybrid,4120,2023
Wiley,10970274,American Journal of Industrial Medicine,Hybrid,4020,2023
Wiley,15524833,American Journal of Medical Genetics Part A,Hybrid,4200,2023
Wiley,1552485X,American Journal of Medical Genetics Part B:Neuropsychiatric Genetics,Hybrid,4330,2023
Wiley,15524876,American Journal of Medical Genetics Part C:Seminars in Medical Genetics,Hybrid,3140,2023
Wiley,15405907,American Journal of Political Science,Hybrid,3860,2023
Wiley,10982345,American Journal of Primatology,Hybrid,4330,2023
Wiley,16000897,American Journal of Reproductive Immunology,Hybrid,4220,2023
Wiley,13652044,Anaesthesia,Hybrid,4500,2023
Wiley,26373726,Anaesthesia Reports,Hybrid,1180,2023
Wiley,15302415,Analyses of Social Issues and Public Policy,Hybrid,3140,2023
Wiley,26292742,Analysis & Sensing,Hybrid,3660,2023
Wiley,2153960X,Analytic Philosophy,Hybrid,2630,2023
Wiley,14390264,"Anatomia, Histologia, Embryologia",Hybrid,3610,2023
Wiley,19359780,Anatomical Sciences Education,Hybrid,3710,2023
Wiley,20472927,Andrology,Hybrid,3090,2023
Wiley,15213757,Angewandte Chemie,Hybrid,5250,2023
Wiley,15213773,Angewandte Chemie International Edition,Hybrid,5250,2023
Wiley,14691795,Animal Conservation,Hybrid,4020,2023
Wiley,13652052,Animal Genetics,Hybrid,3400,2023
Wiley,17400929,Animal Science Journal,Hybrid,4000,2023
Wiley,15213889,Annalen der Physik,Hybrid,4020,2023
Wiley,21539588,Annals of Anthropological Practice,Hybrid,3090,2023
Wiley,17447348,Annals of Applied Biology,Hybrid,3240,2023
Wiley,14691809,Annals of Human Genetics,Hybrid,3040,2023
Wiley,15318249,Annals of Neurology,Hybrid,3610,2023
Wiley,14678292,Annals of Public and Cooperative Economics,Hybrid,2940,2023
Wiley,17496632,Annals of the New York Academy of Sciences,Hybrid,4840,2023
Wiley,15481492,Anthropology & Education Quarterly,Hybrid,3090,2023
Wiley,15481409,Anthropology and Humanism,Hybrid,3090,2023
Wiley,15563537,Anthropology of Consciousness,Hybrid,3090,2023
Wiley,15481417,Anthropology of Work Review,Hybrid,3090,2023
Wiley,14678322,Anthropology Today,Hybrid,3140,2023
Wiley,14678330,Antipode,Hybrid,3190,2023
Wiley,14452197,ANZ Journal of Surgery,Hybrid,3550,2023
Wiley,18780369,AORN Journal,Hybrid,3050,2023
Wiley,16000463,APMIS,Hybrid,4120,2023
Wiley,10990720,Applied Cognitive Psychology,Hybrid,2630,2023
Wiley,20405804,Applied Economic Perspectives and Policy,Hybrid,3400,2023
Wiley,10990739,Applied Organometallic Chemistry,Hybrid,4020,2023
Wiley,14640597,Applied Psychology,Hybrid,3660,2023
Wiley,17580854,Applied Psychology: Health and Well-Being,Hybrid,3550,2023
Wiley,27024288,Applied Research,Hybrid,3500,2023
Wiley,15264025,Applied Stochastic Models in Business and Industry,Hybrid,3450,2023
Wiley,1654109X,Applied Vegetation Science,Hybrid,3910,2023
Wiley,10990755,Aquatic Conservation: Marine and Freshwater Ecosystems,Hybrid,4840,2023
Wiley,16000471,Arabian Archaeology and Epigraphy,Hybrid,2630,2023
Wiley,10990763,Archaeological Prospection,Hybrid,3610,2023
Wiley,18344453,Archaeology in Oceania,Hybrid,2940,2023
Wiley,14754754,Archaeometry,Hybrid,3190,2023
Wiley,15518248,Archeological Papers of the American Anthropological Association,Hybrid,3090,2023
